School_ID,METRIC_NAME,METRIC_VALUE,School,Carnegie Classification 2018,Religious Affiliation
110097,Endowment Asset Value,146197897.0,Biola University,17,88
110097,12-Month FTE Enrollment,4449.0,Biola University,17,88
110097,Core Expenses (FASB),140421000.0,Biola University,17,88
110097,Instruction Expenses Per FTE (FASB),12843.0,Biola University,17,88
110097,Academic Support Expenses Per FTE (FASB),3237.0,Biola University,17,88
110097,Institutional Support Expenses Per FTE (FASB),8213.0,Biola University,17,88
110097,Student Services Expenses Per FTE (FASB),5904.0,Biola University,17,88
110413,Endowment Asset Value,133747441.0,California Lutheran University,18,39
110413,12-Month FTE Enrollment,3591.0,California Lutheran University,18,39
110413,Core Expenses (FASB),110831491.0,California Lutheran University,18,39
110413,Instruction Expenses Per FTE (FASB),11410.0,California Lutheran University,18,39
110413,Academic Support Expenses Per FTE (FASB),2025.0,California Lutheran University,18,39
110413,Institutional Support Expenses Per FTE (FASB),5418.0,California Lutheran University,18,39
110413,Student Services Expenses Per FTE (FASB),6676.0,California Lutheran University,18,39
112075,Endowment Asset Value,56461674.0,Concordia University-Irvine,18,68
112075,12-Month FTE Enrollment,3410.0,Concordia University-Irvine,18,68
112075,Core Expenses (FASB),78522874.0,Concordia University-Irvine,18,68
112075,Instruction Expenses Per FTE (FASB),8839.0,Concordia University-Irvine,18,68
112075,Academic Support Expenses Per FTE (FASB),2260.0,Concordia University-Irvine,18,68
112075,Institutional Support Expenses Per FTE (FASB),6607.0,Concordia University-Irvine,18,68
112075,Student Services Expenses Per FTE (FASB),5322.0,Concordia University-Irvine,18,68
112084,Endowment Asset Value,693502.0,San Diego Christian College,22,88
112084,12-Month FTE Enrollment,294.0,San Diego Christian College,22,88
112084,Core Expenses (FASB),6444112.0,San Diego Christian College,22,88
112084,Instruction Expenses Per FTE (FASB),5296.0,San Diego Christian College,22,88
112084,Academic Support Expenses Per FTE (FASB),777.0,San Diego Christian College,22,88
112084,Institutional Support Expenses Per FTE (FASB),6529.0,San Diego Christian College,22,88
112084,Student Services Expenses Per FTE (FASB),9318.0,San Diego Christian College,22,88
113698,Endowment Asset Value,30807092.0,Dominican University of California,19,-2
113698,12-Month FTE Enrollment,2176.0,Dominican University of California,19,-2
113698,Core Expenses (FASB),60071016.0,Dominican University of California,19,-2
113698,Instruction Expenses Per FTE (FASB),13027.0,Dominican University of California,19,-2
113698,Academic Support Expenses Per FTE (FASB),2114.0,Dominican University of California,19,-2
113698,Institutional Support Expenses Per FTE (FASB),7178.0,Dominican University of California,19,-2
113698,Student Services Expenses Per FTE (FASB),5287.0,Dominican University of California,19,-2
117104,Endowment Asset Value,4722223.0,Life Pacific University,22,79
117104,12-Month FTE Enrollment,418.0,Life Pacific University,22,79
117104,Core Expenses (FASB),11905157.0,Life Pacific University,22,79
117104,Instruction Expenses Per FTE (FASB),7158.0,Life Pacific University,22,79
117104,Academic Support Expenses Per FTE (FASB),4699.0,Life Pacific University,22,79
117104,Institutional Support Expenses Per FTE (FASB),8462.0,Life Pacific University,22,79
117104,Student Services Expenses Per FTE (FASB),8163.0,Life Pacific University,22,79
117575,Endowment Asset Value,115851.0,Southern California Seminary,24,54
117575,12-Month FTE Enrollment,134.0,Southern California Seminary,24,54
117575,Core Expenses (FASB),2697026.0,Southern California Seminary,24,54
117575,Instruction Expenses Per FTE (FASB),8250.0,Southern California Seminary,24,54
117575,Academic Support Expenses Per FTE (FASB),0.0,Southern California Seminary,24,54
117575,Institutional Support Expenses Per FTE (FASB),6006.0,Southern California Seminary,24,54
117575,Student Services Expenses Per FTE (FASB),5643.0,Southern California Seminary,24,54
117627,Endowment Asset Value,116875857.0,La Sierra University,19,95
117627,12-Month FTE Enrollment,1404.0,La Sierra University,19,95
117627,Core Expenses (FASB),66740948.0,La Sierra University,19,95
117627,Instruction Expenses Per FTE (FASB),13181.0,La Sierra University,19,95
117627,Academic Support Expenses Per FTE (FASB),3241.0,La Sierra University,19,95
117627,Institutional Support Expenses Per FTE (FASB),15716.0,La Sierra University,19,95
117627,Student Services Expenses Per FTE (FASB),5544.0,La Sierra University,19,95
117751,Endowment Asset Value,52823541.0,The Master's University and Seminary,19,42
117751,12-Month FTE Enrollment,2151.0,The Master's University and Seminary,19,42
117751,Core Expenses (FASB),42787140.0,The Master's University and Seminary,19,42
117751,Instruction Expenses Per FTE (FASB),8439.0,The Master's University and Seminary,19,42
117751,Academic Support Expenses Per FTE (FASB),1717.0,The Master's University and Seminary,19,42
117751,Institutional Support Expenses Per FTE (FASB),3055.0,The Master's University and Seminary,19,42
117751,Student Services Expenses Per FTE (FASB),5301.0,The Master's University and Seminary,19,42
119173,Endowment Asset Value,160218110.0,Mount Saint Mary's University,18,30
119173,12-Month FTE Enrollment,2547.0,Mount Saint Mary's University,18,30
119173,Core Expenses (FASB),81196897.0,Mount Saint Mary's University,18,30
119173,Instruction Expenses Per FTE (FASB),13147.0,Mount Saint Mary's University,18,30
119173,Academic Support Expenses Per FTE (FASB),3836.0,Mount Saint Mary's University,18,30
119173,Institutional Support Expenses Per FTE (FASB),8633.0,Mount Saint Mary's University,18,30
119173,Student Services Expenses Per FTE (FASB),6263.0,Mount Saint Mary's University,18,30
120537,Endowment Asset Value,9369394.0,Hope International University,19,48
120537,12-Month FTE Enrollment,1069.0,Hope International University,19,48
120537,Core Expenses (FASB),21032216.0,Hope International University,19,48
120537,Instruction Expenses Per FTE (FASB),5301.0,Hope International University,19,48
120537,Academic Support Expenses Per FTE (FASB),1709.0,Hope International University,19,48
120537,Institutional Support Expenses Per FTE (FASB),5014.0,Hope International University,19,48
120537,Student Services Expenses Per FTE (FASB),7651.0,Hope International University,19,48
120768,Endowment Asset Value,11075597.0,Pacific Oaks College,32,-2
120768,12-Month FTE Enrollment,753.0,Pacific Oaks College,32,-2
120768,Core Expenses (FASB),19582882.0,Pacific Oaks College,32,-2
120768,Instruction Expenses Per FTE (FASB),5475.0,Pacific Oaks College,32,-2
120768,Academic Support Expenses Per FTE (FASB),5526.0,Pacific Oaks College,32,-2
120768,Institutional Support Expenses Per FTE (FASB),9150.0,Pacific Oaks College,32,-2
120768,Student Services Expenses Per FTE (FASB),5856.0,Pacific Oaks College,32,-2
121309,Endowment Asset Value,68120443.0,Point Loma Nazarene University,18,59
121309,12-Month FTE Enrollment,3928.0,Point Loma Nazarene University,18,59
121309,Core Expenses (FASB),111283753.0,Point Loma Nazarene University,18,59
121309,Instruction Expenses Per FTE (FASB),10688.0,Point Loma Nazarene University,18,59
121309,Academic Support Expenses Per FTE (FASB),3543.0,Point Loma Nazarene University,18,59
121309,Institutional Support Expenses Per FTE (FASB),5872.0,Point Loma Nazarene University,18,59
121309,Student Services Expenses Per FTE (FASB),7151.0,Point Loma Nazarene University,18,59
121691,Endowment Asset Value,236764512.0,University of Redlands,18,-2
121691,12-Month FTE Enrollment,3216.0,University of Redlands,18,-2
121691,Core Expenses (FASB),112598932.0,University of Redlands,18,-2
121691,Instruction Expenses Per FTE (FASB),15259.0,University of Redlands,18,-2
121691,Academic Support Expenses Per FTE (FASB),4167.0,University of Redlands,18,-2
121691,Institutional Support Expenses Per FTE (FASB),7046.0,University of Redlands,18,-2
121691,Student Services Expenses Per FTE (FASB),7803.0,University of Redlands,18,-2
122728,Endowment Asset Value,5960097.0,William Jessup University,22,79
122728,12-Month FTE Enrollment,1485.0,William Jessup University,22,79
122728,Core Expenses (FASB),36714666.0,William Jessup University,22,79
122728,Instruction Expenses Per FTE (FASB),7893.0,William Jessup University,22,79
122728,Academic Support Expenses Per FTE (FASB),4000.0,William Jessup University,22,79
122728,Institutional Support Expenses Per FTE (FASB),5235.0,William Jessup University,22,79
122728,Student Services Expenses Per FTE (FASB),7514.0,William Jessup University,22,79
123448,Endowment Asset Value,148790.0,Trinity Law School,31,79
123448,12-Month FTE Enrollment,308.0,Trinity Law School,31,79
123448,Core Expenses (FASB),8127752.0,Trinity Law School,31,79
123448,Instruction Expenses Per FTE (FASB),7884.0,Trinity Law School,31,79
123448,Academic Support Expenses Per FTE (FASB),2776.0,Trinity Law School,31,79
123448,Institutional Support Expenses Per FTE (FASB),6432.0,Trinity Law School,31,79
123448,Student Services Expenses Per FTE (FASB),8374.0,Trinity Law School,31,79
123457,Endowment Asset Value,6836063.0,Simpson University,20,34
123457,12-Month FTE Enrollment,773.0,Simpson University,20,34
123457,Core Expenses (FASB),24462150.0,Simpson University,20,34
123457,Instruction Expenses Per FTE (FASB),13185.0,Simpson University,20,34
123457,Academic Support Expenses Per FTE (FASB),1329.0,Simpson University,20,34
123457,Institutional Support Expenses Per FTE (FASB),6208.0,Simpson University,20,34
123457,Student Services Expenses Per FTE (FASB),9805.0,Simpson University,20,34
123554,Endowment Asset Value,170597000.0,Saint Mary's College of California,18,30
123554,12-Month FTE Enrollment,3104.0,Saint Mary's College of California,18,30
123554,Core Expenses (FASB),123780000.0,Saint Mary's College of California,18,30
123554,Instruction Expenses Per FTE (FASB),13047.0,Saint Mary's College of California,18,30
123554,Academic Support Expenses Per FTE (FASB),3858.0,Saint Mary's College of California,18,30
123554,Institutional Support Expenses Per FTE (FASB),10195.0,Saint Mary's College of California,18,30
123554,Student Services Expenses Per FTE (FASB),9508.0,Saint Mary's College of California,18,30
123651,Endowment Asset Value,16077890.0,Vanguard University of Southern California,20,27
123651,12-Month FTE Enrollment,2017.0,Vanguard University of Southern California,20,27
123651,Core Expenses (FASB),46697064.0,Vanguard University of Southern California,20,27
123651,Instruction Expenses Per FTE (FASB),8558.0,Vanguard University of Southern California,20,27
123651,Academic Support Expenses Per FTE (FASB),1150.0,Vanguard University of Southern California,20,27
123651,Institutional Support Expenses Per FTE (FASB),7621.0,Vanguard University of Southern California,20,27
123651,Student Services Expenses Per FTE (FASB),5823.0,Vanguard University of Southern California,20,27
124292,Endowment Asset Value,30685938.0,Thomas Aquinas College,21,30
124292,12-Month FTE Enrollment,617.0,Thomas Aquinas College,21,30
124292,Core Expenses (FASB),25999868.0,Thomas Aquinas College,21,30
124292,Instruction Expenses Per FTE (FASB),16417.0,Thomas Aquinas College,21,30
124292,Academic Support Expenses Per FTE (FASB),4725.0,Thomas Aquinas College,21,30
124292,Institutional Support Expenses Per FTE (FASB),13357.0,Thomas Aquinas College,21,30
124292,Student Services Expenses Per FTE (FASB),7593.0,Thomas Aquinas College,21,30
127918,Endowment Asset Value,87852578.0,Regis University,17,30
127918,12-Month FTE Enrollment,4267.0,Regis University,17,30
127918,Core Expenses (FASB),114715358.0,Regis University,17,30
127918,Instruction Expenses Per FTE (FASB),11138.0,Regis University,17,30
127918,Academic Support Expenses Per FTE (FASB),3445.0,Regis University,17,30
127918,Institutional Support Expenses Per FTE (FASB),6346.0,Regis University,17,30
127918,Student Services Expenses Per FTE (FASB),5956.0,Regis University,17,30
128498,Endowment Asset Value,26235233.0,Albertus Magnus College,19,30
128498,12-Month FTE Enrollment,1169.0,Albertus Magnus College,19,30
128498,Core Expenses (FASB),30956796.0,Albertus Magnus College,19,30
128498,Instruction Expenses Per FTE (FASB),7952.0,Albertus Magnus College,19,30
128498,Academic Support Expenses Per FTE (FASB),2736.0,Albertus Magnus College,19,30
128498,Institutional Support Expenses Per FTE (FASB),8196.0,Albertus Magnus College,19,30
128498,Student Services Expenses Per FTE (FASB),7494.0,Albertus Magnus College,19,30
129774,Endowment Asset Value,8043306.0,Mitchell College,22,-2
129774,12-Month FTE Enrollment,559.0,Mitchell College,22,-2
129774,Core Expenses (FASB),16701851.0,Mitchell College,22,-2
129774,Instruction Expenses Per FTE (FASB),5833.0,Mitchell College,22,-2
129774,Academic Support Expenses Per FTE (FASB),3206.0,Mitchell College,22,-2
129774,Institutional Support Expenses Per FTE (FASB),9828.0,Mitchell College,22,-2
129774,Student Services Expenses Per FTE (FASB),11012.0,Mitchell College,22,-2
130989,Endowment Asset Value,170356803.0,Goldey-Beacom College,29,-2
130989,12-Month FTE Enrollment,938.0,Goldey-Beacom College,29,-2
130989,Core Expenses (FASB),17884203.0,Goldey-Beacom College,29,-2
130989,Instruction Expenses Per FTE (FASB),3936.0,Goldey-Beacom College,29,-2
130989,Academic Support Expenses Per FTE (FASB),3861.0,Goldey-Beacom College,29,-2
130989,Institutional Support Expenses Per FTE (FASB),5251.0,Goldey-Beacom College,29,-2
130989,Student Services Expenses Per FTE (FASB),6020.0,Goldey-Beacom College,29,-2
132657,Endowment Asset Value,37840050.0,Lynn University,18,-2
132657,12-Month FTE Enrollment,3582.0,Lynn University,18,-2
132657,Core Expenses (FASB),83059459.0,Lynn University,18,-2
132657,Instruction Expenses Per FTE (FASB),7352.0,Lynn University,18,-2
132657,Academic Support Expenses Per FTE (FASB),2237.0,Lynn University,18,-2
132657,Institutional Support Expenses Per FTE (FASB),6639.0,Lynn University,18,-2
132657,Student Services Expenses Per FTE (FASB),6960.0,Lynn University,18,-2
132879,Endowment Asset Value,2125697.0,Johnson University Florida,24,48
132879,12-Month FTE Enrollment,134.0,Johnson University Florida,24,48
132879,Core Expenses (FASB),3788504.0,Johnson University Florida,24,48
132879,Instruction Expenses Per FTE (FASB),10310.0,Johnson University Florida,24,48
132879,Academic Support Expenses Per FTE (FASB),2633.0,Johnson University Florida,24,48
132879,Institutional Support Expenses Per FTE (FASB),7918.0,Johnson University Florida,24,48
132879,Student Services Expenses Per FTE (FASB),7411.0,Johnson University Florida,24,48
133492,Endowment Asset Value,83580143.0,Eckerd College,21,66
133492,12-Month FTE Enrollment,2128.0,Eckerd College,21,66
133492,Core Expenses (FASB),75272983.0,Eckerd College,21,66
133492,Instruction Expenses Per FTE (FASB),16742.0,Eckerd College,21,66
133492,Academic Support Expenses Per FTE (FASB),2868.0,Eckerd College,21,66
133492,Institutional Support Expenses Per FTE (FASB),8098.0,Eckerd College,21,66
133492,Student Services Expenses Per FTE (FASB),7309.0,Eckerd College,21,66
133711,Endowment Asset Value,87754970.0,Flagler College,22,-2
133711,12-Month FTE Enrollment,2688.0,Flagler College,22,-2
133711,Core Expenses (FASB),60235173.0,Flagler College,22,-2
133711,Instruction Expenses Per FTE (FASB),9022.0,Flagler College,22,-2
133711,Academic Support Expenses Per FTE (FASB),1180.0,Flagler College,22,-2
133711,Institutional Support Expenses Per FTE (FASB),6495.0,Flagler College,22,-2
133711,Student Services Expenses Per FTE (FASB),5407.0,Flagler College,22,-2
133979,Endowment Asset Value,6253204.0,Florida Memorial University,22,54
133979,12-Month FTE Enrollment,1126.0,Florida Memorial University,22,54
133979,Core Expenses (FASB),44353755.0,Florida Memorial University,22,54
133979,Instruction Expenses Per FTE (FASB),4971.0,Florida Memorial University,22,54
133979,Academic Support Expenses Per FTE (FASB),3997.0,Florida Memorial University,22,54
133979,Institutional Support Expenses Per FTE (FASB),5107.0,Florida Memorial University,22,54
133979,Student Services Expenses Per FTE (FASB),8086.0,Florida Memorial University,22,54
134079,Endowment Asset Value,107580305.0,Florida Southern College,19,71
134079,12-Month FTE Enrollment,3199.0,Florida Southern College,19,71
134079,Core Expenses (FASB),86562707.0,Florida Southern College,19,71
134079,Instruction Expenses Per FTE (FASB),11051.0,Florida Southern College,19,71
134079,Academic Support Expenses Per FTE (FASB),1076.0,Florida Southern College,19,71
134079,Institutional Support Expenses Per FTE (FASB),7336.0,Florida Southern College,19,71
134079,Student Services Expenses Per FTE (FASB),6041.0,Florida Southern College,19,71
134945,Endowment Asset Value,59546445.0,Jacksonville University,18,-2
134945,12-Month FTE Enrollment,4211.0,Jacksonville University,18,-2
134945,Core Expenses (FASB),107087755.0,Jacksonville University,18,-2
134945,Instruction Expenses Per FTE (FASB),10928.0,Jacksonville University,18,-2
134945,Academic Support Expenses Per FTE (FASB),1336.0,Jacksonville University,18,-2
134945,Institutional Support Expenses Per FTE (FASB),5274.0,Jacksonville University,18,-2
134945,Student Services Expenses Per FTE (FASB),7064.0,Jacksonville University,18,-2
136330,Endowment Asset Value,101717017.0,Palm Beach Atlantic University,17,42
136330,12-Month FTE Enrollment,3177.0,Palm Beach Atlantic University,17,42
136330,Core Expenses (FASB),79099949.0,Palm Beach Atlantic University,17,42
136330,Instruction Expenses Per FTE (FASB),11353.0,Palm Beach Atlantic University,17,42
136330,Academic Support Expenses Per FTE (FASB),1290.0,Palm Beach Atlantic University,17,42
136330,Institutional Support Expenses Per FTE (FASB),6880.0,Palm Beach Atlantic University,17,42
136330,Student Services Expenses Per FTE (FASB),5353.0,Palm Beach Atlantic University,17,42
136950,Endowment Asset Value,443592000.0,Rollins College,18,-2
136950,12-Month FTE Enrollment,3225.0,Rollins College,18,-2
136950,Core Expenses (FASB),118293000.0,Rollins College,18,-2
136950,Instruction Expenses Per FTE (FASB),13685.0,Rollins College,18,-2
136950,Academic Support Expenses Per FTE (FASB),4918.0,Rollins College,18,-2
136950,Institutional Support Expenses Per FTE (FASB),6535.0,Rollins College,18,-2
136950,Student Services Expenses Per FTE (FASB),9499.0,Rollins College,18,-2
137546,Endowment Asset Value,363648117.0,Stetson University,18,-2
137546,12-Month FTE Enrollment,4034.0,Stetson University,18,-2
137546,Core Expenses (FASB),124993426.0,Stetson University,18,-2
137546,Instruction Expenses Per FTE (FASB),13525.0,Stetson University,18,-2
137546,Academic Support Expenses Per FTE (FASB),3791.0,Stetson University,18,-2
137546,Institutional Support Expenses Per FTE (FASB),4982.0,Stetson University,18,-2
137546,Student Services Expenses Per FTE (FASB),7946.0,Stetson University,18,-2
137962,Endowment Asset Value,590400.0,Trinity College of Florida,24,42
137962,12-Month FTE Enrollment,157.0,Trinity College of Florida,24,42
137962,Core Expenses (FASB),3147932.0,Trinity College of Florida,24,42
137962,Instruction Expenses Per FTE (FASB),5502.0,Trinity College of Florida,24,42
137962,Academic Support Expenses Per FTE (FASB),2346.0,Trinity College of Florida,24,42
137962,Institutional Support Expenses Per FTE (FASB),5285.0,Trinity College of Florida,24,42
137962,Student Services Expenses Per FTE (FASB),6918.0,Trinity College of Florida,24,42
138275,Endowment Asset Value,6803290.0,Warner University,22,57
138275,12-Month FTE Enrollment,730.0,Warner University,22,57
138275,Core Expenses (FASB),17373591.0,Warner University,22,57
138275,Instruction Expenses Per FTE (FASB),5253.0,Warner University,22,57
138275,Academic Support Expenses Per FTE (FASB),1387.0,Warner University,22,57
138275,Institutional Support Expenses Per FTE (FASB),5880.0,Warner University,22,57
138275,Student Services Expenses Per FTE (FASB),9534.0,Warner University,22,57
138293,Endowment Asset Value,6686291.0,Webber International University,22,-2
138293,12-Month FTE Enrollment,872.0,Webber International University,22,-2
138293,Core Expenses (FASB),17820987.0,Webber International University,22,-2
138293,Instruction Expenses Per FTE (FASB),3721.0,Webber International University,22,-2
138293,Academic Support Expenses Per FTE (FASB),894.0,Webber International University,22,-2
138293,Institutional Support Expenses Per FTE (FASB),5065.0,Webber International University,22,-2
138293,Student Services Expenses Per FTE (FASB),10757.0,Webber International University,22,-2
139144,Endowment Asset Value,1261304012.0,Berry College,20,-2
139144,12-Month FTE Enrollment,2287.0,Berry College,20,-2
139144,Core Expenses (FASB),94140643.0,Berry College,20,-2
139144,Instruction Expenses Per FTE (FASB),15287.0,Berry College,20,-2
139144,Academic Support Expenses Per FTE (FASB),5659.0,Berry College,20,-2
139144,Institutional Support Expenses Per FTE (FASB),10148.0,Berry College,20,-2
139144,Student Services Expenses Per FTE (FASB),9879.0,Berry College,20,-2
139199,Endowment Asset Value,54998050.0,Brenau University,18,-2
139199,12-Month FTE Enrollment,2501.0,Brenau University,18,-2
139199,Core Expenses (FASB),55499709.0,Brenau University,18,-2
139199,Instruction Expenses Per FTE (FASB),10102.0,Brenau University,18,-2
139199,Academic Support Expenses Per FTE (FASB),1974.0,Brenau University,18,-2
139199,Institutional Support Expenses Per FTE (FASB),3006.0,Brenau University,18,-2
139199,Student Services Expenses Per FTE (FASB),7108.0,Brenau University,18,-2
139205,Endowment Asset Value,8829519.0,Brewton-Parker College,21,54
139205,12-Month FTE Enrollment,677.0,Brewton-Parker College,21,54
139205,Core Expenses (FASB),10917255.0,Brewton-Parker College,21,54
139205,Instruction Expenses Per FTE (FASB),5784.0,Brewton-Parker College,21,54
139205,Academic Support Expenses Per FTE (FASB),1113.0,Brewton-Parker College,21,54
139205,Institutional Support Expenses Per FTE (FASB),3894.0,Brewton-Parker College,21,54
139205,Student Services Expenses Per FTE (FASB),5335.0,Brewton-Parker College,21,54
139393,Endowment Asset Value,57543710.0,Covenant College,21,97
139393,12-Month FTE Enrollment,835.0,Covenant College,21,97
139393,Core Expenses (FASB),26281588.0,Covenant College,21,97
139393,Instruction Expenses Per FTE (FASB),11018.0,Covenant College,21,97
139393,Academic Support Expenses Per FTE (FASB),2313.0,Covenant College,21,97
139393,Institutional Support Expenses Per FTE (FASB),8980.0,Covenant College,21,97
139393,Student Services Expenses Per FTE (FASB),8939.0,Covenant College,21,97
139630,Endowment Asset Value,2210319.0,Emmanuel University,22,47
139630,12-Month FTE Enrollment,756.0,Emmanuel University,22,47
139630,Core Expenses (FASB),15676005.0,Emmanuel University,22,47
139630,Instruction Expenses Per FTE (FASB),5239.0,Emmanuel University,22,47
139630,Academic Support Expenses Per FTE (FASB),412.0,Emmanuel University,22,47
139630,Institutional Support Expenses Per FTE (FASB),6316.0,Emmanuel University,22,47
139630,Student Services Expenses Per FTE (FASB),8375.0,Emmanuel University,22,47
140234,Endowment Asset Value,58392413.0,LaGrange College,22,71
140234,12-Month FTE Enrollment,648.0,LaGrange College,22,71
140234,Core Expenses (FASB),24413697.0,LaGrange College,22,71
140234,Instruction Expenses Per FTE (FASB),14642.0,LaGrange College,22,71
140234,Academic Support Expenses Per FTE (FASB),2045.0,LaGrange College,22,71
140234,Institutional Support Expenses Per FTE (FASB),10115.0,LaGrange College,22,71
140234,Student Services Expenses Per FTE (FASB),10873.0,LaGrange College,22,71
140696,Endowment Asset Value,46437739.0,Oglethorpe University,21,-2
140696,12-Month FTE Enrollment,1510.0,Oglethorpe University,21,-2
140696,Core Expenses (FASB),36204582.0,Oglethorpe University,21,-2
140696,Instruction Expenses Per FTE (FASB),6905.0,Oglethorpe University,21,-2
140696,Academic Support Expenses Per FTE (FASB),1786.0,Oglethorpe University,21,-2
