School_ID,YEAR,METRIC_NAME,METRIC_VALUE,STD,Carroll College,School,Distance
115083,2023,Endowment Asset Value,46204562.0,2666154934.261173,70468918,Golden Gate University,0.00910087995569694
115214,2023,Endowment Asset Value,50421017.0,2666154934.261173,70468918,Graduate Theological Union,0.007519405846365617
115409,2023,Endowment Asset Value,412997574.0,2666154934.261173,70468918,Harvey Mudd College,0.12847289990479088
115773,2023,Endowment Asset Value,407087.0,2666154934.261173,70468918,Humphreys University-Stockton and Modesto Campuses,0.02627822940808017
116846,2023,Endowment Asset Value,24039640.0,2666154934.261173,70468918,American Jewish University,0.017414321052150773
117104,2023,Endowment Asset Value,4722223.0,2666154934.261173,70468918,Life Pacific University,0.024659742821067258
117140,2023,Endowment Asset Value,131197961.0,2666154934.261173,70468918,University of La Verne,0.022777762169635063
117168,2023,Endowment Asset Value,4039383.0,2666154934.261173,70468918,Laguna College of Art and Design,0.02491585696928319
117283,2023,Endowment Asset Value,49132.0,2666154934.261173,70468918,Latin American Bible Institute,0.0264124882973143
117575,2023,Endowment Asset Value,115851.0,2666154934.261173,70468918,Southern California Seminary,0.02638746387013543
117627,2023,Endowment Asset Value,116875857.0,2666154934.261173,70468918,La Sierra University,0.01740594231927485
117636,2023,Endowment Asset Value,551488000.0,2666154934.261173,70468918,Loma Linda University,0.1804167776668601
117672,2023,Endowment Asset Value,1578344.0,2666154934.261173,70468918,Southern California University of Health Sciences,0.025838923730473487
117751,2023,Endowment Asset Value,52823541.0,2666154934.261173,70468918,The Master's University and Seminary,0.00661828642186159
117946,2023,Endowment Asset Value,651894000.0,2666154934.261173,70468918,Loyola Marymount University,0.21807625450736257
118693,2023,Endowment Asset Value,19668047.0,2666154934.261173,70468918,Menlo College,0.019053983077722977
119173,2023,Endowment Asset Value,160218110.0,2666154934.261173,70468918,Mount Saint Mary's University,0.03366240680415323
119605,2023,Endowment Asset Value,1142873000.0,2666154934.261173,70468918,National University,0.4022287183010906
120184,2023,Endowment Asset Value,22344705.0,2666154934.261173,70468918,Notre Dame de Namur University,0.01805004367210035
120254,2023,Endowment Asset Value,604348663.0,2666154934.261173,70468918,Occidental College,0.2002433310005464
120403,2023,Endowment Asset Value,22800498.0,2666154934.261173,70468918,Otis College of Art and Design,0.01787908849086055
120537,2023,Endowment Asset Value,9369394.0,2666154934.261173,70468918,Hope International University,0.022916719210442846
120698,2023,Endowment Asset Value,950389.0,2666154934.261173,70468918,Palo Alto University,0.026074452053276683
120768,2023,Endowment Asset Value,11075597.0,2666154934.261173,70468918,Pacific Oaks College,0.022276770279465653
120795,2023,Endowment Asset Value,53476029.0,2666154934.261173,70468918,Pacific School of Religion,0.006373556458266727
120865,2023,Endowment Asset Value,32738045.0,2666154934.261173,70468918,Pacific Union College,0.014151793099171759
120883,2023,Endowment Asset Value,598743846.0,2666154934.261173,70468918,University of the Pacific,0.19814112121221944
121150,2023,Endowment Asset Value,1218871000.0,2666154934.261173,70468918,Pepperdine University,0.4307334383469495
121257,2023,Endowment Asset Value,170000348.0,2666154934.261173,70468918,Pitzer College,0.03733145014229321
121309,2023,Endowment Asset Value,68120443.0,2666154934.261173,70468918,Point Loma Nazarene University,0.0008808471592633808
121345,2023,Endowment Asset Value,2797022000.0,2666154934.261173,70468918,Pomona College,1.0226536526301178
121628,2023,Endowment Asset Value,50316687.0,2666154934.261173,70468918,Pardee RAND Graduate School,0.0075585371056406565
121691,2023,Endowment Asset Value,236764512.0,2666154934.261173,70468918,University of Redlands,0.06237281707189411
122296,2023,Endowment Asset Value,41752529.0,2666154934.261173,70468918,Samuel Merritt University,0.010770712771033203
122436,2023,Endowment Asset Value,673452000.0,2666154934.261173,70468918,University of San Diego,0.22616205616988821
122506,2023,Endowment Asset Value,51616000.0,2666154934.261173,70468918,San Francisco Conservatory of Music,0.007071201211052048
122612,2023,Endowment Asset Value,509622000.0,2666154934.261173,70468918,University of San Francisco,0.16471401431203592
122649,2023,Endowment Asset Value,914345.0,2666154934.261173,70468918,San Joaquin College of Law,0.026087971147586177
122728,2023,Endowment Asset Value,5960097.0,2666154934.261173,70468918,William Jessup University,0.02419545097362328
122931,2023,Endowment Asset Value,1478274000.0,2666154934.261173,70468918,Santa Clara University,0.5280282341844179
123165,2023,Endowment Asset Value,478732014.0,2666154934.261173,70468918,Scripps College,0.15312804621879006
123280,2023,Endowment Asset Value,45267.0,2666154934.261173,70468918,Shasta Bible College and Graduate School,0.02641393795050224
123448,2023,Endowment Asset Value,148790.0,2666154934.261173,70468918,Trinity Law School,0.02637510937431198
123457,2023,Endowment Asset Value,6836063.0,2666154934.261173,70468918,Simpson University,0.023866900674935274
123554,2023,Endowment Asset Value,170597000.0,2666154934.261173,70468918,Saint Mary's College of California,0.03755523758702599
123651,2023,Endowment Asset Value,16077890.0,2666154934.261173,70468918,Vanguard University of Southern California,0.020400550358515637
123916,2023,Endowment Asset Value,7995705.0,2666154934.261173,70468918,Starr King School for the Ministry,0.023431951458331945
123943,2023,Endowment Asset Value,10457146.0,2666154934.261173,70468918,Marshall B Ketchum University,0.022508733918207218
123952,2023,Endowment Asset Value,5725000.0,2666154934.261173,70468918,Southern California Institute of Architecture,0.024283629270007673
123961,2023,Endowment Asset Value,7589079000.0,2666154934.261173,70468918,University of Southern California,2.820019941595595
123970,2023,Endowment Asset Value,26786734.0,2666154934.261173,70468918,Southwestern Law School,0.016383963076813807
124283,2023,Endowment Asset Value,10115405.0,2666154934.261173,70468918,Claremont School of Theology,0.02263691139041954
124292,2023,Endowment Asset Value,30685938.0,2666154934.261173,70468918,Thomas Aquinas College,0.014921480926998115
125037,2023,Endowment Asset Value,3025002.0,2666154934.261173,70468918,The Colleges of Law at Ventura,0.025296322855554384
125718,2023,Endowment Asset Value,866383.0,2666154934.261173,70468918,Westminster Theological Seminary in California,0.026105960349707805
125727,2023,Endowment Asset Value,89005489.0,2666154934.261173,70468918,Westmont College,0.006952548316602888
125763,2023,Endowment Asset Value,129733783.0,2666154934.261173,70468918,Whittier College,0.022228590033693256
125897,2023,Endowment Asset Value,13613577.0,2666154934.261173,70468918,Woodbury University,0.021324845105355955
126012,2023,Endowment Asset Value,15662707.0,2666154934.261173,70468918,The Wright Institute,0.020556273866802695
126049,2023,Endowment Asset Value,163685.0,2666154934.261173,70468918,Thomas Jefferson School of Law,0.026369522677226753
126669,2023,Endowment Asset Value,9045950.0,2666154934.261173,70468918,Colorado Christian University,0.023038033990706967
126678,2023,Endowment Asset Value,877556682.0,2666154934.261173,70468918,Colorado College,0.30271600259557113
126979,2023,Endowment Asset Value,16404835.0,2666154934.261173,70468918,Denver Seminary,0.020277922451262902
127060,2023,Endowment Asset Value,1022729305.0,2666154934.261173,70468918,University of Denver,0.35716618519166593
127273,2023,Endowment Asset Value,39247662.0,2666154934.261173,70468918,Iliff School of Theology,0.011710218186795596
127653,2023,Endowment Asset Value,4613108.0,2666154934.261173,70468918,Naropa University,0.024700668799748325
127714,2023,Endowment Asset Value,2708902.0,2666154934.261173,70468918,Nazarene Bible College,0.02541488310722543
127918,2023,Endowment Asset Value,87852578.0,2666154934.261173,70468918,Regis University,0.006520123709471237
128498,2023,Endowment Asset Value,26235233.0,2666154934.261173,70468918,Albertus Magnus College,0.016590815646750006
128744,2023,Endowment Asset Value,14141000.0,2666154934.261173,70468918,University of Bridgeport,0.02112702351846226
128902,2023,Endowment Asset Value,448853000.0,2666154934.261173,70468918,Connecticut College,0.14192126539144856
129154,2023,Endowment Asset Value,14820184.0,2666154934.261173,70468918,Goodwin University,0.02087228063339125
129242,2023,Endowment Asset Value,379993000.0,2666154934.261173,70468918,Fairfield University,0.11609380911157485
129428,2023,Endowment Asset Value,3468000.0,2666154934.261173,70468918,Rensselaer at Hartford,0.02513016672024983
129491,2023,Endowment Asset Value,52363882.0,2666154934.261173,70468918,Hartford International University for Religion and Peace,0.006790691631361307
129525,2023,Endowment Asset Value,183500000.0,2666154934.261173,70468918,University of Hartford,0.04239479129569881
129774,2023,Endowment Asset Value,8043306.0,2666154934.261173,70468918,Mitchell College,0.023414097657193718
129941,2023,Endowment Asset Value,92484026.0,2666154934.261173,70468918,University of New Haven,0.008257250063414143
130226,2023,Endowment Asset Value,770268155.0,2666154934.261173,70468918,Quinnipiac University,0.2624750827520546
130253,2023,Endowment Asset Value,268374203.0,2666154934.261173,70468918,Sacred Heart University,0.07422872634175785
130314,2023,Endowment Asset Value,45950000.0,2666154934.261173,70468918,University of Saint Joseph,0.009196359028097713
130590,2023,Endowment Asset Value,807434278.0,2666154934.261173,70468918,Trinity College,0.27641505395267774
130697,2023,Endowment Asset Value,1554388000.0,2666154934.261173,70468918,Wesleyan University,0.5565764625795139
130794,2023,Endowment Asset Value,40746867000.0,2666154934.261173,70468918,Yale University,15.256577012570341
130943,2023,Endowment Asset Value,1819782846.0,2666154934.261173,70468918,University of Delaware,0.656118631937179
130989,2023,Endowment Asset Value,170356803.0,2666154934.261173,70468918,Goldey-Beacom College,0.037465146423563064
131113,2023,Endowment Asset Value,164474609.0,2666154934.261173,70468918,Wilmington University,0.03525890029569877
131159,2023,Endowment Asset Value,961160000.0,2666154934.261173,70468918,American University,0.33407326429318046
131283,2023,Endowment Asset Value,365144650.0,2666154934.261173,70468918,The Catholic University of America,0.11052460913403692
131405,2023,Endowment Asset Value,2850973.0,2666154934.261173,70468918,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,0.025361596256497313
131450,2023,Endowment Asset Value,207444722.0,2666154934.261173,70468918,Gallaudet University,0.05137578549536088
131469,2023,Endowment Asset Value,2522442000.0,2666154934.261173,70468918,George Washington University,0.9196663894101392
131496,2023,Endowment Asset Value,3298969000.0,2666154934.261173,70468918,Georgetown University,1.210919905858607
131520,2023,Endowment Asset Value,926633000.0,2666154934.261173,70468918,Howard University,0.321123154171554
131876,2023,Endowment Asset Value,38933160.0,2666154934.261173,70468918,Trinity Washington University,0.011828179073448701
131973,2023,Endowment Asset Value,31974499.0,2666154934.261173,70468918,Wesley Theological Seminary,0.014438177806297412
132408,2023,Endowment Asset Value,8589732.0,2666154934.261173,70468918,Baptist University of Florida,0.023209148577536642
132471,2023,Endowment Asset Value,53988781.0,2666154934.261173,70468918,Barry University,0.006181237552335595
132602,2023,Endowment Asset Value,36303752.0,2666154934.261173,70468918,Bethune-Cookman University,0.012814396328196743
132657,2023,Endowment Asset Value,37840050.0,2666154934.261173,70468918,Lynn University,0.012238174001332707
132879,2023,Endowment Asset Value,2125697.0,2666154934.261173,70468918,Johnson University Florida,0.02563362695909449
133492,2023,Endowment Asset Value,83580143.0,2666154934.261173,70468918,Eckerd College,0.0049176530709132615
133526,2023,Endowment Asset Value,4331662.0,2666154934.261173,70468918,Edward Waters University,0.024806231307156767
133553,2023,Endowment Asset Value,195144000.0,2666154934.261173,70468918,Embry-Riddle Aeronautical University-Daytona Beach,0.04676212938635884
133711,2023,Endowment Asset Value,87754970.0,2666154934.261173,70468918,Flagler College,0.006483513684020091
133809,2023,Endowment Asset Value,17258701.0,2666154934.261173,70468918,Florida College,0.019957661243248517
133872,2023,Endowment Asset Value,11241909.0,2666154934.261173,70468918,AdventHealth University,0.022214391308962918
133881,2023,Endowment Asset Value,96580299.0,2666154934.261173,70468918,Florida Institute of Technology,0.009793647272503994
133979,2023,Endowment Asset Value,6253204.0,2666154934.261173,70468918,Florida Memorial University,0.024085514751900582
134079,2023,Endowment Asset Value,107580305.0,2666154934.261173,70468918,Florida Southern College,0.013919441260934846
134510,2023,Endowment Asset Value,2749040.0,2666154934.261173,70468918,Hobe Sound Bible College,0.025399828468245445
134945,2023,Endowment Asset Value,59546445.0,2666154934.261173,70468918,Jacksonville University,0.004096713532901555
135364,2023,Endowment Asset Value,1304201.0,2666154934.261173,70468918,Luther Rice College & Seminary,0.025941747087239876
135610,2023,Endowment Asset Value,228306.0,2666154934.261173,70468918,Trinity International University-Florida,0.026345285151053915
135726,2023,Endowment Asset Value,1365713194.0,2666154934.261173,70468918,University of Miami,0.48580983023739
136215,2023,Endowment Asset Value,224941000.0,2666154934.261173,70468918,Nova Southeastern University,0.057938149060645754
136330,2023,Endowment Asset Value,101717017.0,2666154934.261173,70468918,Palm Beach Atlantic University,0.011720286243852242
136701,2023,Endowment Asset Value,36222986.0,2666154934.261173,70468918,Saint Vincent de Paul Regional Seminary,0.012844689391425036
136774,2023,Endowment Asset Value,60957594.0,2666154934.261173,70468918,Ringling College of Art and Design,0.0035674310887846864
136950,2023,Endowment Asset Value,443592000.0,2666154934.261173,70468918,Rollins College,0.1399480117247565
137032,2023,Endowment Asset Value,72926228.0,2666154934.261173,70468918,Saint Leo University,0.0009216681177911191
137272,2023,Endowment Asset Value,10926801.0,2666154934.261173,70468918,St. John Vianney College Seminary,0.02233257948923359
137476,2023,Endowment Asset Value,37800542.0,2666154934.261173,70468918,St. Thomas University,0.012252992344967696
137546,2023,Endowment Asset Value,363648117.0,2666154934.261173,70468918,Stetson University,0.10996330154430574
137564,2023,Endowment Asset Value,9770732.0,2666154934.261173,70468918,Southeastern University,0.022766188573666024
137847,2023,Endowment Asset Value,62287141.0,2666154934.261173,70468918,The University of Tampa,0.0030687552680682003
137953,2023,Endowment Asset Value,102078.0,2666154934.261173,70468918,Trinity Baptist College,0.02639262973646338
137962,2023,Endowment Asset Value,590400.0,2666154934.261173,70468918,Trinity College of Florida,0.02620947383891037
138275,2023,Endowment Asset Value,6803290.0,2666154934.261173,70468918,Warner University,0.02387919290881068
138293,2023,Endowment Asset Value,6686291.0,2666154934.261173,70468918,Webber International University,0.023923075954951967
138600,2023,Endowment Asset Value,227301028.0,2666154934.261173,70468918,Agnes Scott College,0.05882332942644996
138761,2023,Endowment Asset Value,10225358.0,2666154934.261173,70468918,Andrew College,0.02259567110142243
138868,2023,Endowment Asset Value,5426988.0,2666154934.261173,70468918,Point University,0.02439540521977354
138947,2023,Endowment Asset Value,102650611.0,2666154934.261173,70468918,Clark Atlanta University,0.012070451190383644
139144,2023,Endowment Asset Value,1261304012.0,2666154934.261173,70468918,Berry College,0.4466488720131324
139199,2023,Endowment Asset Value,54998050.0,2666154934.261173,70468918,Brenau University,0.005802689034006639
139205,2023,Endowment Asset Value,8829519.0,2666154934.261173,70468918,Brewton-Parker College,0.023119211193583955
139348,2023,Endowment Asset Value,268772795.0,2666154934.261173,70468918,Columbia Theological Seminary,0.07437822703088809
139393,2023,Endowment Asset Value,57543710.0,2666154934.261173,70468918,Covenant College,0.004847883307119865
139630,2023,Endowment Asset Value,2210319.0,2666154934.261173,70468918,Emmanuel University,0.02560188761832604
139658,2023,Endowment Asset Value,11358435000.0,2666154934.261173,70468918,Emory University,4.233799745448044
140146,2023,Endowment Asset Value,5963717.0,2666154934.261173,70468918,Interdenominational Theological Center,0.0241940932130695
140234,2023,Endowment Asset Value,58392413.0,2666154934.261173,70468918,LaGrange College,0.004529558595718504
140252,2023,Endowment Asset Value,4038225.0,2666154934.261173,70468918,Life University,0.024916291302631607
140447,2023,Endowment Asset Value,479944937.0,2666154934.261173,70468918,Mercer University,0.1535829796453563
140553,2023,Endowment Asset Value,254125270.0,2666154934.261173,70468918,Morehouse College,0.06888435088296684
140562,2023,Endowment Asset Value,138449998.0,2666154934.261173,70468918,Morehouse School of Medicine,0.025497798018568066
140571,2023,Endowment Asset Value,520416.0,2666154934.261173,70468918,Morris Brown College,0.02623572287609147
140696,2023,Endowment Asset Value,46437739.0,2666154934.261173,70468918,Oglethorpe University,0.009013421797506813
140720,2023,Endowment Asset Value,11893125.0,2666154934.261173,70468918,Paine College,0.02197013843692176
140818,2023,Endowment Asset Value,45412532.0,2666154934.261173,70468918,Piedmont University,0.009397948212992153
140872,2023,Endowment Asset Value,43290522.0,2666154934.261173,70468918,Reinhardt University,0.01019385469716954
140951,2023,Endowment Asset Value,326681000.0,2666154934.261173,70468918,Savannah College of Art and Design,0.09609797191737464
140988,2023,Endowment Asset Value,14630107.0,2666154934.261173,70468918,Shorter University,0.020943573189407944
141060,2023,Endowment Asset Value,513974014.0,2666154934.261173,70468918,Spelman College,0.16634633280338645
141167,2023,Endowment Asset Value,6350574.0,2666154934.261173,70468918,Thomas University,0.024048993993579765
141185,2023,Endowment Asset Value,3792432.0,2666154934.261173,70468918,Toccoa Falls College,0.02500848136887324
141237,2023,Endowment Asset Value,6653878.0,2666154934.261173,70468918,Truett McConnell University,0.023935233162915945
141325,2023,Endowment Asset Value,59147763.0,2666154934.261173,70468918,Wesleyan College,0.004246247978509638
141361,2023,Endowment Asset Value,120608146.0,2666154934.261173,70468918,Young Harris College,0.01880581933018617
141486,2023,Endowment Asset Value,40002770.0,2666154934.261173,70468918,Chaminade University of Honolulu,0.011426998337004965
141644,2023,Endowment Asset Value,50709869.0,2666154934.261173,70468918,Hawaii Pacific University,0.007411065555901573
142090,2023,Endowment Asset Value,725953.0,2666154934.261173,70468918,Boise Bible College,0.026158631707323007
142294,2023,Endowment Asset Value,117737164.0,2666154934.261173,70468918,The College of Idaho,0.017728994437864003
142461,2023,Endowment Asset Value,60417621.0,2666154934.261173,70468918,Northwest Nazarene University,0.003769959828979462
142522,2023,Endowment Asset Value,133652000.0,2666154934.261173,70468918,Brigham Young University-Idaho,0.023698203426992092
142832,2023,Endowment Asset Value,333248.0,2666154934.261173,70468918,Adler University,0.02630592434772945
143048,2023,Endowment Asset Value,360556000.0,2666154934.261173,70468918,School of the Art Institute of Chicago,0.10880353511053063
143084,2023,Endowment Asset Value,207983239.0,2666154934.261173,70468918,Augustana College,0.05157776813075834
143118,2023,Endowment Asset Value,48830875.0,2666154934.261173,70468918,Aurora University,0.00811582354871518
143233,2023,Endowment Asset Value,47080825.0,2666154934.261173,70468918,Bethany Theological Seminary,0.00877221826063201
143288,2023,Endowment Asset Value,32435612.0,2666154934.261173,70468918,Blackburn College,0.014265227242144327
143358,2023,Endowment Asset Value,345009371.0,2666154934.261173,70468918,Bradley University,0.10297243024853649
143659,2023,Endowment Asset Value,31073440.0,2666154934.261173,70468918,Catholic Theological Union at Chicago,0.014776139786083742
143853,2023,Endowment Asset Value,6675115.0,2666154934.261173,70468918,Midwestern University-Downers Grove,0.023927267759357773
143978,2023,Endowment Asset Value,70013651.0,2666154934.261173,70468918,The Chicago School at Chicago,0.0001707578933803262
144014,2023,Endowment Asset Value,27685027.0,2666154934.261173,70468918,Chicago Theological Seminary,0.016047038546113595
144050,2023,Endowment Asset Value,8552674498.0,2666154934.261173,70468918,University of Chicago,3.18143760927027
144281,2023,Endowment Asset Value,201842538.0,2666154934.261173,70468918,Columbia College Chicago,0.04927456327154723
144351,2023,Endowment Asset Value,28476305.0,2666154934.261173,70468918,Concordia University-Chicago,0.01575025234294447
144740,2023,Endowment Asset Value,906947000.0,2666154934.261173,70468918,DePaul University,0.31373948724844053
144962,2023,Endowment Asset Value,153997364.0,2666154934.261173,70468918,Elmhurst University,0.03132917930860865
144971,2023,Endowment Asset Value,34407159.0,2666154934.261173,70468918,Eureka College,0.013525755212719173
145275,2023,Endowment Asset Value,120695376.0,2666154934.261173,70468918,Garrett-Evangelical Theological Seminary,0.0188385368586685
145372,2023,Endowment Asset Value,28645053.0,2666154934.261173,70468918,Greenville University,0.015686959697107757
145497,2023,Endowment Asset Value,1044958.0,2666154934.261173,70468918,Hebrew Theological College,0.026038981871561156
145558,2023,Endowment Asset Value,87775550.0,2666154934.261173,70468918,Rosalind Franklin University of Medicine and Science,0.006491232665289911
145619,2023,Endowment Asset Value,40152347.0,2666154934.261173,70468918,Benedictine University,0.01137089619602363
145628,2023,Endowment Asset Value,1759113.0,2666154934.261173,70468918,Illinois College of Optometry,0.025771122344411094
145646,2023,Endowment Asset Value,262018691.0,2666154934.261173,70468918,Illinois Wesleyan University,0.07184495189627117
145691,2023,Endowment Asset Value,139414288.0,2666154934.261173,70468918,Illinois College,0.025859476174480343
145725,2023,Endowment Asset Value,254920000.0,2666154934.261173,70468918,Illinois Institute of Technology,0.06918243183459774
145886,2023,Endowment Asset Value,125001.0,2666154934.261173,70468918,Institute for Clinical Social Work,0.026384031961553367
146339,2023,Endowment Asset Value,6555247.0,2666154934.261173,70468918,Judson University,0.023972226886998724
146427,2023,Endowment Asset Value,164675942.0,2666154934.261173,70468918,Knox College,0.035334414661879365
146481,2023,Endowment Asset Value,112193194.0,2666154934.261173,70468918,Lake Forest College,0.015649606654071797
146490,2023,Endowment Asset Value,485950.0,2666154934.261173,70468918,Lake Forest Graduate School of Management,0.02624865010682255
146533,2023,Endowment Asset Value,19781082.0,2666154934.261173,70468918,Lakeview College of Nursing,0.019011586816895274
146612,2023,Endowment Asset Value,112260885.0,2666154934.261173,70468918,Lewis University,0.015674995651211512
146667,2023,Endowment Asset Value,5469723.0,2666154934.261173,70468918,Lincoln Christian University,0.024379376518871416
146719,2023,Endowment Asset Value,971355346.0,2666154934.261173,70468918,Loyola University Chicago,0.33789725286525696
146728,2023,Endowment Asset Value,48041896.0,2666154934.261173,70468918,Lutheran School of Theology at Chicago,0.008411747461411063
146755,2023,Endowment Asset Value,3292386.0,2666154934.261173,70468918,Trinity College of Nursing & Health Sciences,0.02519603461027501
146977,2023,Endowment Asset Value,77191762.0,2666154934.261173,70468918,McCormick Theological Seminary,0.002521550384641465
147013,2023,Endowment Asset Value,36552733.0,2666154934.261173,70468918,McKendree University,0.01272101053249504
147031,2023,Endowment Asset Value,31221022.0,2666154934.261173,70468918,Meadville Theological School of Lombard College,0.01472078591369489
147129,2023,Endowment Asset Value,2722014.0,2666154934.261173,70468918,Methodist College,0.025409965163473734
